hexagram_id,line_position,line_label,yin_yang,classical_text,small_image_text,small_image_translation,korean_text
62,6,上六,yin,弗遇過之，飛鳥離之，凶，是謂災眚。,弗遇過之，已亢也。,"만나지 못하고 지나침은, 이미 높이 오른 까닭이다.",불우과지 비조이지 흉 시위재생(弗遇過之，飛鳥離之，凶，是謂災眚) 지나쳐가니 만나지 못한다. 새가날아서 가니 헤어진다. 흉하다. 이것이 소위 재앙이다.
63,1,初九,yang,曳其輪，濡其尾，无咎。,曳其輪，義无咎也。,"그 바퀴를 끎은, 의리상 허물이 없기 때문이다.",예기륜 유기미 무구(曳其輪，濡其尾，无咎) 그 바퀴를 끌어당기니 그꼬리가 젖는다. 허물없다
63,2,六二,yin,婦喪其茀，勿逐，七日得。,七日得，以中道也。,"이레 만에 얻음은, 중도로 하기 때문이다.",부상기불 물축 칠일득(婦喪其茀，勿逐，七日得) 부인이 그 머리꾸미개를 잃다. 쫓지마라. 칠일에 얻는다.
63,3,九三,yang,高宗伐鬼方，三年克之，小人勿用。,三年克之，憊也。,"삼 년 만에 이김은, 지치기 때문이다.",고종벌귀방 삼년극지 소인물용(高宗伐鬼方，三年克之，小人勿用) 제사를 높이니 귀신을 사방에서 물리친다. 이김이 삼년간다. 소인은 쓰지마라
63,4,六四,yin,繻有衣袽，終日戒。,終日戒，有所疑也。,"종일 경계함은, 의심할 바가 있기 때문이다.",수유의녀 종일계(繻有衣袽，終日戒) 명주옷이 해진다. 종일 경계한다.
63,5,九五,yang,東鄰殺牛，不如西鄰之禴祭，實受其福。,東鄰殺牛，不如西鄰之時也；實受其福，吉大來也。,"동쪽 이웃이 소를 잡음은, 서쪽 이웃의 때(시기)만 못하다. 실질로 복을 받음은, 길함이 크게 오기 때문이다.",동린살우 불여서린지약제 실수기복(東鄰殺牛，不如西鄰之禴祭，實受其福) 동쪽이웃이 소를 죽이낟. 서쪽이웃의 봄제사같지않다. 실하니 그복을 받는다.
63,6,上六,yin,濡其首，厲。,濡其首厲，何可久也。,"그 머리를 적심이 위태로움은, 어찌 오래가겠는가.",유기수 려(濡其首，厲) 그머리를 감으니 염려한다.
64,1,初六,yin,濡其尾，吝。,濡其尾，亦不知極也。,"그 꼬리를 적음은, 또한 끝을 알지 못하기 때문이다.",유기미 린(濡其尾，吝) 그 꼬리가 젖는다. 곤란하다.
64,2,九二,yang,曳其輪，貞吉。,九二貞吉，中以行正也。,"구이가 바르고 길함은, 가운데로 바르게 행하기 때문이다.",예기륜 정길(曳其輪，貞吉) 그 바퀴를 끄니 바르고 길하다.
64,3,六三,yin,未濟，征凶，利涉大川。,未濟征凶，位不當也。,"미제에 가면 흉함은, 자리가 마땅하지 않기 때문이다.",미제 정흉 이섭대천(未濟，征凶，利涉大川) 아직 건너니 멀리 나가니 흉하다. 큰강을 건넘이 이롭다.
64,4,九四,yang,貞吉，悔亡，震用伐鬼方，三年有賞于大國。,貞吉悔亡，志行也。,"바르고 길하여 후회가 사라짐은, 뜻이 행해지기 때문이다.",정길 회망 진용벌귀방 삼년유상우대국(貞吉，悔亡，震用伐鬼方，三年有賞于大國) 바르니 길하다. 잊음을 후회한다. 위엄을 써서 사방의 귀신을 벌한다. 삼년있어야 대국에서 상준다.
64,5,六五,yin,貞吉，无悔，君子之光，有孚，吉。,君子之光，其暉吉也。,"군자의 빛은, 그 빛남이 길하기 때문이다.",정길 무회 군자지광 유부 길(貞吉，无悔，君子之光，有孚，吉) 바르니길하다. 후회없다. 군자의 빛은 믿음에있다. 길하다.
64,6,上九,yang,有孚于飲酒，无咎，濡其首，有孚失是。,飲酒濡首，亦不知節也。,"술을 마시다 머리를 적음은, 또한 절도를 알지 못하기 때문이다.",유부우음주 무구 유기수 유부실시(有孚于飲酒，无咎，濡其首，有孚失是) 음주에 믿음이있다. 허물없다. 그머리를 감으니 이것을 잃으나 믿음은 있다.
